meeting_id,peak_second,onset_second,offset_second,combined_delta,smm_impact,smm_dimension,smm_perturbation,perturbation_type,trigger_content_summary,confidence,segment_n_turns,segment_duration_seconds
2024.10.25startup_a,3972,3961,3975,0.8296495213438455,proposes,strategy,True,generative_tension,"Speaker 2 proposes prioritizing partnership with Plugin over Partner D due to better fit and flexibility, sparking strategic discussion.",high,20,240
2024.10.25startup_a,4280,4267,4294,1.2744459407681343,updates,strategy,False,none,Speaker 4 clarifies the service role in recharging and suggests including a brief statement in the journalist's article.,high,16,240
2024.10.25startup_a,4544,4530,4548,0.344393633552319,proposes,strategy,True,generative_tension,Discussion about whether to focus now on convincing investors or prioritize developing the MVP first sparked a strategic debate.,high,25,240
2024.10.25startup_a,4637,4618,4653,0.5610530184512581,proposes,strategy,True,generative_tension,"Speaker 1 proposes revisiting the business model diagram to clarify investor roles and partner incentives, sparking strategic discussion.",high,24,240
2024.10.25startup_a,4845,4832,4852,0.9975516849724272,disrupts,roles,True,factual_correction,"Speaker 1 clarifies that the investor does not supply chargers directly but provides them to another partner, changing the understanding of roles.",high,43,240
2024.10.25startup_a,4927,4913,4945,0.5203451264570724,proposes,strategy,True,generative_tension,Speaker 1 suggests redefining the investor's role and financial flows in the charger delivery model with new service and revenue details.,high,32,240
2024.10.25startup_a,4999,4983,5004,0.9659409330528976,updates,strategy,False,none,The team discussed refining the investor model and clarifying financial flows without changing the core plan.,high,38,240
2024.10.25startup_a,5086,5081,5088,0.3784200659524634,updates,strategy,False,none,The team refines their plan to focus on MVP development and scheduling key meetings without changing the overall strategy.,high,36,240
2024.10.28startup_b,257,253,258,0.3384151564414065,updates,task_understanding,False,none,Speaker 3 shared detailed updates about demand for electric vehicle services and specific battery reconditioning techniques learned recently.,high,21,240
2024.10.28startup_b,319,308,321,0.5347326630748348,neutral,none,False,none,"A team member arrived late due to lunch and apologized, causing a brief pause but no change in shared understanding.",high,23,240
2024.10.28startup_b,557,550,558,0.5259489345744442,disrupts,strategy,True,factual_correction,Speaker 1 corrected the team’s focus by stating the market demand is stronger for hybrid cars rather than electric cars currently.,high,17,240
2024.10.28startup_b,1625,1620,1634,0.589987296097753,proposes,strategy,True,generative_tension,Speaker 3 proposes changing the visit plan to follow a different dismantling process and discusses contacting a new person for warranty issues.,high,31,240
2024.10.28startup_b,1878,1864,1884,0.61520004029577,updates,task_understanding,False,none,"The team clarified dates and status of tasks completed, refining their understanding of recent activities without challenging prior assumptions.",high,25,240
2024.10.28startup_b,1972,1958,1983,0.5127619041901137,updates,task_understanding,False,none,The team updated the status of various tasks and clarified completed items without changing overall plans.,high,29,240
2024.10.28startup_b,2103,2094,2113,0.4665060441734608,proposes,strategy,True,generative_tension,Speaker 4 suggests focusing on the battery market and hybrids to better define market size and advance their strategy.,high,37,240
2024.10.28startup_b,2173,2168,2173,0.6560336762605139,proposes,strategy,True,generative_tension,Speaker 4 suggests focusing on the battery market including hybrids to better define market size and advance the project strategy.,high,39,240
2024.10.28startup_b,2273,2258,2285,0.5460447114343556,updates,strategy,False,none,The team discusses scheduling visits to dismantlers and concerns about part availability for potential partnerships.,high,42,240
2024.10.28startup_b,2407,2397,2416,0.3895725566708241,proposes,strategy,True,generative_tension,Speaker 4 suggests initiating a concierge service soon to advance the business and explore more possibilities.,high,25,240
2024.10.28startup_b,2478,2468,2485,0.9237465991446694,proposes,strategy,True,generative_tension,Speaker 4 suggests advancing the business by initiating a concierge service soon to explore more possibilities and gain clearer answers.,high,22,240
2024.10.28startup_b,3767,3753,3778,0.8433333140577319,proposes,strategy,True,generative_tension,"Speaker 2 shares a detailed example of sourcing parts from a dismantler, suggesting a new operational approach with potential challenges.",high,16,240
2024.10.28startup_b,4068,4054,4079,0.6601183847727935,proposes,strategy,True,generative_tension,"Speaker 4 proposes an informal, hands-on approach to understanding the dismantler's business for MVP development, suggesting direct visits and observations.",high,14,240
2024.10.28startup_b,4185,4180,4186,0.4811691647220272,updates,task_understanding,False,none,Speaker 4 elaborates on how visiting dismantlers in person enriches understanding of their daily tasks and business operations.,high,12,240
2024.10.28startup_b,4602,4585,4605,1.1393886320438775,proposes,strategy,True,generative_tension,The team discusses proposing a new MVP approach involving contacting workshops and verifying hybrid and electric vehicle parts availability.,high,32,240
2024.10.28startup_b,4680,4669,4684,0.5087749978655087,proposes,strategy,True,generative_tension,The team discusses creating an MVP structure together and how to approach workshops and proposals collaboratively.,high,33,240
2024.10.28startup_b,4904,4886,4918,0.912436962773839,proposes,task_understanding,True,factual_correction,Speaker 2 proposes defining what 'embarcar' means specifically for the desmanche and oficina contexts to clarify the task.,high,32,240
2024.11.04startup_a,156,150,158,,proposes,strategy,True,generative_tension,"Speaker 3 proposed leveraging existing client relationships to access key contacts for parking operations, opening new strategic opportunities.",high,17,240
2024.11.04startup_a,273,262,286,0.9486389509762936,proposes,strategy,True,generative_tension,"Speaker 3 shared new strategic contacts and insights about parking operators, opening new avenues for MVP engagement and competitive positioning.",high,24,240
2024.11.04startup_a,572,564,582,1.2415994175722165,proposes,strategy,True,generative_tension,"A potential partner expressed interest in joining as a platform partner rather than selling their product, opening new strategic possibilities.",high,16,240
2024.11.04startup_a,806,797,808,0.9438282139921056,updates,strategy,False,none,Speaker 3 updated the team on progress with a partner agreement advancing the MVP vehicle provision to about 70% completion.,high,14,240
2024.11.04startup_a,1945,1931,1953,1.2518500121918512,proposes,strategy,True,generative_tension,"Speaker 1 suggests proactively addressing potential issues with authorities to ensure smooth project execution, introducing a new strategic approach.",high,22,240
2024.11.04startup_a,2194,2182,2202,1.085746060354353,disrupts,strategy,True,constraint_revelation,The team decided to discard the impact of ending public incentives for electric vehicles as uncontrollable and irrelevant to their strategic actions.,high,28,240
2024.11.04startup_a,2451,2435,2455,0.7888181818441312,updates,strategy,False,none,The team shared detailed progress on contacting corporate partners and challenges in reaching decision-makers.,high,25,240
2024.11.04startup_a,2750,2745,2754,1.2780715411980736,updates,strategy,False,none,"Speaker 1 elaborated on how to approach gatekeepers by using referrals to gain access, refining the team's outreach strategy.",high,13,240
2024.11.04startup_a,2927,2910,2934,0.9421977009459398,proposes,strategy,True,generative_tension,"Speaker 1 proposes structuring the MVP planning into stages MVP 1, MVP 2, and MVP 3 with evolving features and priorities.",high,21,240
2024.11.04startup_a,3229,3216,3235,1.1544542491693124,updates,strategy,False,none,Speaker 1 emphasizes focusing on planning a solid MVP1 to gain six months advantage and move from reflection to action.,high,18,240
2024.11.04startup_a,3526,3512,3530,0.6510718500768062,proposes,strategy,True,generative_tension,"Speaker 2 proposes investing in marketing once the MVP is ready, sparking discussion on targeting customers and platform strategy.",high,24,240
2024.11.04startup_a,3826,3810,3836,1.3713043662764322,proposes,strategy,True,generative_tension,"Speaker 1 proposes using a landing page and targeted online ads to reach electric car buyers, shifting marketing strategy focus.",high,18,240
2024.11.04startup_a,3976,3964,3983,1.517979773644864,proposes,strategy,True,generative_tension,"Speaker 1 introduces a traction framework with 19 channels, proposing a structured approach to marketing strategy including content as a key channel.",high,17,240
2024.11.04startup_a,4244,4233,4253,0.8033792982303114,proposes,strategy,True,generative_tension,"Speaker 2 introduces the idea of participating in an informal podcast 'café da manhã' as a new marketing approach, sparking discussion.",high,17,240
2024.11.04startup_a,4485,4471,4489,1.104703025447506,proposes,strategy,True,generative_tension,"Speaker 1 suggests starting contacts with alternative partners in case the current deal does not close, opening new strategic options.",high,20,240
2024.11.04startup_a,4545,4545,4545,1.234257716345862,updates,strategy,False,none,The team clarified the timing and process for reviewing and realigning their 45-day rocks and planning cycles.,high,27,240
2024.11.04startup_a,4651,4636,4662,0.9133664505770313,updates,strategy,False,none,The team clarified the 45-day cycle for planning and re-planning their work strategy instead of the previous 90-day cycle.,high,23,240
2024.11.04startup_a,4785,4772,4790,0.6596176998342694,updates,strategy,False,none,"Speaker 1 praises the teams' rapid progress and highlights the unique, intensive support from the partner organization.",high,19,240
2024.11.04startup_a,4952,4937,4958,0.8803924495172681,updates,constraints,False,none,Speaker 1 elaborated on the value of a 100k budget and the realistic financial constraints startups face at this stage.,high,24,240
2024.11.04startup_a,5035,5031,5040,1.100490707691991,neutral,none,False,none,The discussion focused on positive feedback and logistical reflections about meeting timing and travel experiences.,high,23,240
2024.11.04startup_b,295,281,300,0.5174871721843732,updates,task_understanding,False,none,"The team elaborated on the dismantling process and cataloging system used by a partner, clarifying workflow details.",high,21,240
2024.11.04startup_b,596,582,609,0.7131674238169291,updates,strategy,False,none,Discussion about upcoming in-person meeting with dismantlers to better understand electric and hybrid vehicles and advance planned actions.,high,24,240
2024.11.04startup_b,1106,1101,1113,0.5371188598316043,proposes,strategy,True,generative_tension,Speaker 1 suggests investigating the [UNRESOLVED_ENTITY] publication process as a short path to access a large catalog of vehicle parts.,high,16,240
2024.11.04startup_b,1439,1438,1444,0.958987343947168,proposes,strategy,True,generative_tension,Speaker 1 suggests leveraging personal contacts and escalating communication strategically to get faster responses from DETRAN.,high,14,240
2024.11.04startup_b,1659,1656,1665,0.3843396766329362,proposes,strategy,True,generative_tension,The team discusses investigating maintenance demand variability at dealerships and exploring if they would buy traceable parts as a new strategic direction.,high,25,240
2024.11.04startup_b,1760,1749,1764,0.8981752758044228,proposes,strategy,True,generative_tension,Discussion about leveraging contacts at concessionaires and partner workshops to better understand and access maintenance demand.,high,20,240
2024.11.04startup_b,2435,2421,2450,0.9519529041052474,proposes,strategy,True,generative_tension,"Speaker 3 suggests scheduling a meeting to facilitate progress, introducing a new approach to advance their strategy.",medium,27,240
2024.11.04startup_b,2582,2572,2589,0.5012538933167818,proposes,strategy,True,generative_tension,The team discusses proposing to announce dismantled vehicle parts early to test market interest and gather photos during a visit.,high,33,240
2024.11.04startup_b,2744,2739,2748,0.6751298755898506,updates,strategy,False,none,The team discussed updating the scorecard and advancing the next steps in their process without changing the overall plan.,high,30,240
2024.11.04startup_b,2934,2914,2951,0.6155849152171269,updates,constraints,False,none,The team discussed refining their data assumptions and criteria for estimating market viability based on real numbers and grounded estimates.,high,27,240
2024.11.04startup_b,3108,3100,3117,0.4916093498093383,proposes,strategy,True,generative_tension,Discussion about engaging multiple dismantlers cooperatively to increase visibility and resource sharing as a new strategic approach.,high,41,240
2024.11.04startup_b,3227,3197,3260,0.7233718528696642,updates,task_understanding,False,none,The team clarifies the use of accumulated numbers versus weekly counts for tracking available cells.,high,35,240
2024.11.04startup_b,3362,3350,3366,0.4599264700686749,proposes,strategy,True,generative_tension,Speaker 1 proposes discussing and defining the MVP plan to better materialize and focus the team's current progress and efforts.,high,21,240
2024.11.04startup_b,4559,4557,4559,0.115566091227162,proposes,strategy,True,generative_tension,Speaker 1 proposes building a more organized website and dedicated teams for shipping and customer service to compete broadly.,high,18,240
2024.11.04startup_b,4758,4750,4766,0.4982423253242091,proposes,strategy,True,generative_tension,"Speaker 3 suggests testing the retrofitting process repeatedly to discover unknown difficulties, shifting the approach from theory to practical experimentation.",high,18,240
2024.11.04startup_b,4876,4872,4882,0.3478309003302283,proposes,strategy,True,generative_tension,"Speaker 3 recalls a personal connection to an insurance broker, suggesting a new strategic contact for partnership opportunities.",high,24,240
2024.11.11startup_a,1441,1437,1446,0.62767497620313,proposes,strategy,True,generative_tension,"Speaker 1 suggests possibly giving up on a difficult contact and trying a new approach, prompting discussion about alternative strategies.",high,18,240
2024.11.11startup_a,2338,2324,2349,0.928085191603343,updates,strategy,False,none,The team refined their understanding of handling heavy and bulky battery technology by discussing possible transport solutions.,high,25,240
2024.11.11startup_a,2466,2462,2467,0.8829636490390003,proposes,strategy,True,generative_tension,"Speaker 3 suggests starting discussions about a key stakeholder to prepare for an upcoming meeting, opening strategic planning.",high,24,240
2024.11.11startup_a,2563,2563,2563,0.5578286838174319,proposes,strategy,True,generative_tension,The team discusses preparing a pitch for Gabriel and updating it based on decision-maker insights after their meeting.,high,17,240
2024.11.11startup_a,2667,2651,2677,0.550015247689829,proposes,strategy,True,generative_tension,"Speaker 3 suggests preparing a pitch for Gabriel and updating it after learning who the decision maker is, prompting strategic planning discussion.",high,21,240
2024.11.11startup_a,2767,2758,2768,0.5981991620801188,updates,strategy,False,none,The team elaborated on the meeting goals and discussed different business model options for asset purchase or rental.,high,30,240
2024.11.11startup_a,2870,2863,2882,0.6054108972968204,proposes,goals,True,goal_reframe,"Speaker 1 initiates defining the project objective focused on investor goals and problem-solving for clients, reframing the team's goal.",high,22,240
2024.11.11startup_a,2968,2952,2979,1.0852000862912798,proposes,goals,True,goal_reframe,"Speaker 2 proposes reframing the problem investors face as needing to rent more vehicles, shifting the team's understanding of their goal.",high,19,240
2024.11.11startup_a,3080,3074,3087,0.7426453215848117,proposes,strategy,True,generative_tension,"The team discusses expanding their business model to include emergency services and partnerships with heavier vehicle clients, proposing new strategic directions.",high,20,240
2024.11.11startup_a,3230,3217,3251,0.8807715993472418,proposes,strategy,True,generative_tension,"The team discusses engaging partner [PARTNER_A] with new approaches to attract clients and create value, opening strategic options.",high,20,240
2024.11.11startup_a,3311,3298,3322,0.4674438939752301,disrupts,strategy,True,factual_correction,"Speaker 4 challenges the assumption that the team will bring clients to the partner, stating the team will actually be the partner's client.",high,24,240
2024.11.11startup_a,3539,3529,3548,0.6987730124638072,proposes,strategy,True,generative_tension,"The team discusses opening the business model to include a rental option, suggesting a new strategic approach with differing views on cost implications.",high,28,240
2024.11.11startup_a,3615,3602,3624,0.612920541507162,proposes,strategy,True,generative_tension,The team discusses introducing a new business model option involving rental to reduce fixed costs and make the MVP more viable.,high,23,240
2024.11.11startup_a,4322,4305,4332,0.5918523026064763,proposes,strategy,True,generative_tension,Speaker 3 proposes exploring investment in a mobile charging service for vehicles beyond the current focus on electric truck rentals.,high,20,240
2024.11.11startup_a,4622,4608,4629,0.8935856052699601,proposes,goals,True,goal_reframe,"Speaker 1 introduces a futuristic sales goal of 10 billion humanoids by 2035, reframing the team's long-term vision and ambition.",high,13,240
2024.11.11startup_a,4932,4928,4932,0.3171478424319235,proposes,strategy,True,generative_tension,Speaker 3 proposes a new task for the team to complete before the next meeting to advance their project collaboratively.,high,7,240
2024.11.11startup_a,5105,5071,5109,,updates,strategy,False,none,The team reviewed their meeting progress and confirmed the strategy was well followed and time was well spent.,high,16,240
2024.11.11startup_b,380,366,389,0.4995663529909083,updates,task_understanding,False,none,The team updated the status and numbers related to workshops and parts demands without challenging prior assumptions.,high,52,240
2024.11.11startup_b,482,469,491,0.4604502706916604,updates,task_understanding,False,none,The team updated the count and status of workshops and parts availability without challenging prior assumptions.,high,49,240
2024.11.11startup_b,584,577,588,0.7411640445979306,proposes,strategy,True,generative_tension,Speaker 2 proposes contacting specialists and leveraging workflows from electric vehicle dismantlers to improve the parts sourcing strategy.,high,33,240
2024.11.11startup_b,702,692,705,0.7278477189899031,disrupts,constraints,True,factual_correction,"Speaker 2 clarified that there is no specific list of traceable parts for electric hybrid vehicles, only a general list of 48 parts for all vehicle types.",high,24,240
2024.11.11startup_b,787,777,794,0.4241410431740207,disrupts,constraints,True,constraint_revelation,"It was clarified that there is no specific list of traceable parts for electric hybrid vehicles, only a general list of 48 parts for all vehicles.",high,37,240
2024.11.11startup_b,926,916,937,0.4725180979477021,proposes,strategy,True,generative_tension,Discussion about validating and updating a list of traceable parts for electric hybrid vehicles to improve verification strategy.,high,32,240
2024.11.11startup_b,994,987,1004,0.4692545013308113,proposes,strategy,True,constraint_revelation,"Speaker 2 suggests verifying if the Detran list of traceable parts is current and valid, revealing uncertainty about data reliability.",high,22,240
2024.11.11startup_b,1261,1235,1264,1.1169946843601204,updates,task_understanding,False,none,The team clarified that investigating means understanding the problems and how the dismantling process works without changing the original task.,high,43,240
2024.11.11startup_b,1415,1411,1426,0.4293768593409754,updates,task_understanding,False,none,The team clarified that the catalog with real photos already existed but needed reinforcement with more detailed information.,high,43,240
2024.11.11startup_b,1562,1544,1569,0.8494246343297154,disrupts,constraints,True,constraint_revelation,"The team learned that a project was disbanded and team members were reassigned, revealing organizational changes and restrictions.",high,39,240
2024.11.11startup_b,2631,2614,2638,0.5864945387259428,proposes,strategy,True,generative_tension,Discussion about defining the MVP approach and testing pricing strategies to quickly validate with customers.,high,31,240
2024.11.11startup_b,2722,2716,2726,0.7183994665845279,proposes,roles,True,role_challenge,"Speaker 3 highlights the need to assign responsibility for finding parts and managing pricing, challenging current role clarity.",high,46,240
2024.11.11startup_b,2850,2834,2854,0.633529039168869,proposes,task_understanding,True,generative_tension,Speaker 1 introduces a new idea of using a test sheet to validate MVP hypotheses and learn from results.,high,40,240
2024.11.11startup_b,3153,3133,3166,0.629513257022236,disrupts,strategy,True,constraint_revelation,Speaker 1 challenges the current approach by suggesting starting with gasoline car parts due to low electric car demand and fund constraints.,high,11,240
2024.11.11startup_b,3993,3985,3999,0.6693964327956613,proposes,task_understanding,True,factual_correction,"Speaker 3 proposed opening a new catalog entry to complement missing data, correcting the previous understanding of the task.",high,33,240
2024.11.11startup_b,4265,4262,4267,0.5845331056164267,proposes,strategy,True,generative_tension,Speaker 3 proposes testing product listings on OLX using most frequent items as a new sales approach alongside existing channels.,high,29,240
2024.11.18startup_a,157,150,164,,updates,constraints,False,none,The team clarified the timing and logistics for a media report scheduled for the first week of December.,high,17,240
2024.11.18startup_a,323,310,327,0.8626760231153923,updates,strategy,False,none,"The team updated the status of technology, business model, and operational plans with ongoing bureaucratic and partnership constraints.",high,12,240
2024.11.18startup_a,551,540,559,0.6919301444568429,updates,strategy,False,none,"The team reviewed progress on operations, market, and finance tracks, confirming alignment without challenging prior plans.",high,11,240
2024.11.18startup_a,652,636,663,0.8784501856525997,updates,strategy,False,none,"Discussion about progress on operations, market, and finance tracks with positive updates on partnership opportunities.",high,14,240
2024.11.18startup_a,853,844,857,0.4429096739871442,updates,strategy,False,none,"The team updated the plan to delay conversations with a partner until January due to their availability, refining the strategy timeline.",high,17,240
2024.11.18startup_a,953,934,960,1.4646600965840288,proposes,strategy,True,generative_tension,Speaker 1 offers to send marketing planning material to improve team preparation and structure for upcoming conversations.,high,13,240
2024.11.18startup_a,1189,1171,1194,0.9189194795526844,proposes,strategy,True,generative_tension,"Speaker 2 suggests declaring difficulties in financial viability with partner 99, prompting discussion on how to frame and prioritize this challenge.",high,18,240
2024.11.18startup_a,2137,2122,2147,1.2791398286520956,updates,constraints,False,none,"Speaker 4 provides a detailed financial estimate including initial investment and monthly rental costs, refining the team's understanding of constraints.",high,12,240
2024.11.18startup_a,2622,2612,2623,0.5595604920562215,proposes,strategy,True,generative_tension,Speaker 4 proposes adjusting the number of daily attendances or increasing the price to avoid operational losses.,high,9,240
2024.11.18startup_a,2820,2808,2826,0.5540848741049695,proposes,strategy,True,generative_tension,"Speaker 1 suggests adjusting pricing and scaling strategies to reduce losses and optimize MVP feasibility, sparking strategic discussion.",high,13,240
2024.11.18startup_a,2901,2897,2902,0.6305480570864266,updates,constraints,False,none,"Discussion refined the understanding of MVP costs by clarifying driver costs will be zero during MVP phase, reducing initial investment concerns.",high,13,240
